keyword,location,page,position,company,jobkey,jobTitle,jobDescription
construction,India,1,1,Larsen & Toubro,515c2953c61aae22,Engineer (Civil),"<div>
 <div>
  <div>
   Engineer (Civil)
  </div>
  <p>LNT/E/1047250</p>
  <ul>
    Power Transmission &amp; Distribution - IcPatna
  </ul>
 </div>
 <div>
  <div>
   <div>
    <ul>
     <div>
      <div>
       <div>
         Posted On
       </div>
       <div>
         26 Jun 2024
       </div>
      </div>
     </div>
     <div>
      <div>
       <div>
         Required Experience
       </div>
       <div>
         3 - 7 Years
       </div>
      </div>
     </div>
    </ul>
   </div>
  </div>
 </div>
</div> 
<br>
<div>
 <div>
  <div>
   Skills
  </div>
 </div>
 <div>
  <div>
   <p> Knowledge &amp; Posting Location</p>
   <div>
    <p> EXECUTION </p>
    <p>SOLAR POWER </p>
    <p>CIVIL ENGINEERING </p>
   </div>
  </div>
  <div>
   <p>Minimum Qualification</p>
   <div>
    <p> BACHELOR OF ENGINEERING (BE)</p>
    <p> DIPLOMA IN ENGINEERING</p>
   </div>
  </div>
 </div>
</div> 
<br>
<div>
 <div>
  <div>
   Job Description
  </div>
 </div>
 <div>
  <p><b> Key Responsibilities</b>:</p>
  <ul>
   <li> Day-to-day management of the site, including supervising and monitoring the site labour force and the work of any subcontractors.</li>
   <li> Should have adequate knowledge in surveying and handling of surveying equipment; shall ensure accurate setting out and leveling of the works per the drawings/ specifications.</li>
   <li> Ensure all drawings and information relating to the area of work are accurate and up-to-date.</li>
   <li> Plan day-to-day activities in line with project requirements &amp; organize required resources to achieve the same</li>
   <li> Should prepare BOQ and provide JMR for the completed works of contractors for timely billing</li>
   <li> Have knowledge of best civil engineering practices and avoid reworks</li>
   <li> Carryout necessary material management at site including periodic reconciliation</li>
   <li> Have adequate knowledge in Word, Excel etc and also project management tools preferably MSP, primavera</li>
   <li> Shall prepare &amp; provide daily reports to the site management for review</li>
   <li> Should ensure quality control and EHS requirements as per company norms</li>
   <li> Shall deliver toolbox talks on site, shall provide OJT to the workmen before the start of work</li>
  </ul>
  <p></p>
  <p><b><br> Technical Expertise</b>:</p>
  <ul>
   <li> Experience in the execution of Power, Hydrocarbon, Process and Infrastructure Projects</li>
   <li> Experience in solar projects shall be preferred.</li>
   <li> Adequate knowledge of IS/Equivalent codes relevant to the job profile</li>
  </ul>
  <p></p>
  <p><b><br> Operating Network</b>:</p>
  <p><b> Internally</b>: Lead - Civil &amp; other Construction Management Team @ Site</p>
  <p><b> Externally</b>: Client Project Management Team</p>
  <p></p>
  <p><b><br> Key Value Drivers</b></p>
  <ul>
   <li> Customer satisfaction</li>
   <li> Stakeholder Management</li>
   <li> Time &amp; Cost Management</li>
  </ul>
  <p></p>
  <p><b><br> Software Skills Required</b>:</p>
  <ul>
   <li> Word, Excel, PowerPoint, etc</li>
   <li> Knowledge of Project management tools preferably MSP &amp; Primavera</li>
  </ul>
  <p></p>
  <p><b><br> Behavioral Attributes</b>:</p>
  <ul>
   <li> Leadership Skills</li>
   <li> Logical thinking &amp; reasoning</li>
   <li> Good problem-solving skills</li>
   <li> Providing attention to details</li>
   <li> Team Management</li>
   <li> Be very productive/results-orientated.</li>
   <li> Good communication skills.</li>
  </ul>
 </div>
</div>"
technician,India,1,12,Element Materials Technology,ea52f2b3ff2d1444,Metallurgy Technician,"<div>
 Overview: 
 <div>
   Are you <b>passionate</b> about materials science and eager to contribute to cutting-edge <b>metallurgical</b> testing and development? <b>Element Materials Technology</b> has an opportunity for a skilled and dedicated <b>Metallurgy</b> <b>Technician</b> to join our dynamic team in <b>Ghatkopar</b>. In this role, you will have the opportunity to work with advanced metallurgical processes, collaborate with industry experts, and play a crucial part in driving innovation in material properties and applications.
 </div>
 <div></div>
 <div>
  <br> As a Metallurgy Techncian, it will be your primary responsibility to perform routine, metallurgical, mechanical, failure and corrosion testing facilitating metallurgy operations at site or at a laboratory.
 </div>
 <br> 
 <div></div> Responsibilities: 
 <ul>
  <li>Perform routine mechanical testing (tensile, bend, charpy impact, hardness) including CTOD and metallurgical testing (micro / macro examinations) Involvement in site / field testing</li>
  <li> Ensure work compliance to ISO 17025 requirements</li>
  <li> Coordinating with the technicians in the team to carry out work as per the planning schedule</li>
 </ul> Skills / Qualifications: 
 <ul>
  <li>Degree/Diploma in Metallurgy or related discipline</li>
  <li> Previous experience working in a laboratory in the field of metallurgy testing</li>
  <li> Good knowledge on international standards and codes</li>
  <li> Excellent report writing skill</li>
  <li> Good communication skills</li>
  <li> Self-motivated team playing with excellent organisational and communication skills</li>
 </ul>
 <div>
   To apply please email Leigh.McComish@element.com
 </div>
 <div></div>
 <div>
  <br> #LI-LM1
 </div> Company Overview: 
 <div>
   Element is one of the fastest growing testing, inspection and certification businesses in the world. Globally we have more than 9,000 brilliant minds operating from 270 sites across 30 countries. Together we share an ambitious purpose to ‘Make tomorrow safer than today’.
 </div>
 <div></div>
 <div>
  <br> When failure in use is not an option, we help customers make certain that their products, materials, processes and services are safe, compliant and fit for purpose. From early R&amp;D, through complex regulatory approvals and into production, our global laboratory network of scientists, engineers, and technologists support customers to achieve assurance over product quality, sustainable outcomes, and market access.
 </div>
 <div></div>
 <div>
  <br> While we are proud of our global reach, working at Element feels like being part of a smaller company. We empower you to take charge of your career, and reward excellence and integrity with growth and development.
 </div>
 <div></div>
 <div>
  <br> Industries across the world depend on our care, attention to detail and the absolute accuracy of our work. The role we have to play in creating a safer world is much bigger than our organization.
 </div> Diversity Statement: 
 <p> At Element, we always take pride in putting our people first. We are an equal opportunity employer that recognizes diversity and inclusion as fundamental to our Vision of becoming “the world’s most trusted testing partner”.</p>
 <p></p>
 <p><br> All suitably qualified candidates will receive consideration for employment on the basis of objective work related criteria and without regard for the following: age, disability, ethnic origin, gender, marital status, race, religion, responsibility of dependents, sexual orientation, or gender identity or other characteristics in accordance with the applicable governing laws or other characteristics in accordance with the applicable governing laws.</p>
 <p></p>
 <p><br> The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)</p>
 <p></p>
 <p><br> “If you need an accommodation filling out an application, or applying to a job, please email Recruitment@element.com”</p>
</div>"
technician,India,1,8,Platinum Hospitals,a48f610b9ebb1e7a,Radiology - X-RAY TECHNICIAN,"<div>
 <div>
  <div>
   <p>Unit Name: Matoshree Indirabai Baburao Sarnaik Hospital, Mira Road</p>
  </div>
  <br> 
  <ul> 
   <p>Apply</p>
  </ul>
  <br> 
 </div> 
 <p>Minimum Experience: 2 Years</p> 
 <p>Vacancy Available: 2</p> 
 <p>Job Description: View Job Description</p> 
 <p>Address: Matoshree Indirabai Baburao Sarnaik Hospital, Beside Bharat Ratna Gaansamragyi Lata Mangeshkar Natya Gruha Auditorium, 588, Mahajanwadi , Mira Road East, Mira Bhayandar, Maharashtra 400068</p>
</div>"
technician,India,1,10,Nakshatech,26c3decf4c300075,LIDAR Technician,"<div></div>
<div>
 <div>
  <p>Role Requirements:<br> </p>
  <ul>
   <li><p>Responsible for production.</p> </li> 
   <li><p>Responsible for Quality Control, Quality Analysis and Gate Control.</p> </li> 
   <li><p>Compile data required for map preparation, including aerial photographs, survey notes, records, reports and original maps.</p> </li> 
   <li><p>Working on Mapping projects will be added advantage.</p></li>
  </ul>
  <br> 
  <p></p>
  <p>Qualification : Any Graduate, Diploma in any discipline.</p> 
  <p>Experience : 1-2 Years</p> 
  <p><b>Remaining Positions : 2</b></p>
 </div>
</div>"
technician,India,1,7,iCRC,290d2e41bbb1989c,CAD Technician - Water,"<div>
 <p><b>RESPONSIBILITIES</b></p>
 <ul> 
  <li>Drafting and Design of complex layouts and generation of drawings from general written or verbal specifications;</li> 
  <li>Produce drawings using Bentley MicroStation and Civil 3D following strict municipal, departmental and discipline standards;</li> 
  <li>Using Bentley Power Inroads and Civil 3D/Autocad to produce: 
   <ul>
    <li>Pipe networks;</li> 
    <li>plan, profiles and cross sections;</li> 
    <li>prepare as-built drawings; and</li> 
    <li>produce drawings following municipal design standards for roadways, sewer, watermain and development projects.</li> 
   </ul></li>
  <li>Work with engineering team to investigate and resolve problems with existing and proposed designs. Provide alternative design concepts to meet client requirements;</li> 
  <li>Maintain, record and follow a standard traceable filing system of drawings and associated documents for future reference;</li> 
  <li>Preparation of quantities, contract drawings and documents for tender and construction; and</li> 
  <li>Provide support during construction and field inspection as required.</li>
 </ul>
 <p></p>
 <p><b><br> QUALIFICATIONS</b></p>
 <ul> 
  <li>Civil Engineering Degree;</li> 
  <li>Knowledge of Microstation, or Civil 3D drafting experience in the field of Municipal Infrastructure;</li> 
  <li>Excellent interpersonal skills and ability to work effectively in a team environment;</li> 
  <li>First-rate design and drafting skills with good knowledge of drawing setup and production with an eye for detail;</li> 
  <li>Ambitious and willingness to learn new software</li> 
  <li>Familiar with topographic/survey data;</li> 
  <li>Ability to multi-task in a multidisciplinary environment;</li> 
  <li>Strong knowledge of Microsoft Office; and</li> 
  <li>Excellent English verbal and written communication skills.</li> 
  <li>Ability to work flexible hours</li>
 </ul>
</div>
<p></p>"
construction,India,1,4,Larsen & Toubro,0052496d5a9fa5a0,Planning/Billing Engineer,"<div>
 <div>
  <div>
   Planning/Billing Engineer
  </div>
  <p>LNT/-E/996472</p>
  <ul>
    Heavy Civil InfrastructureJammu &amp; Kashmir
  </ul>
 </div>
 <div>
  <div>
   <div>
    <ul>
     <div>
      <div>
       <div>
         Posted On
       </div>
       <div>
         10 Apr 2024
       </div>
      </div>
     </div>
     <div>
      <div>
       <div>
         Required Experience
       </div>
       <div>
         5 - 10 Years
       </div>
      </div>
     </div>
    </ul>
   </div>
  </div>
 </div>
</div> 
<br>
<div>
 <div>
  <div>
   Skills
  </div>
 </div>
 <div>
  <div>
   <p> Knowledge &amp; Posting Location</p>
   <div>
    <p> PLANNING </p>
    <p>CLIENT BILLING </p>
    <p>PROJECT CONTROL </p>
    <p>PROJECT ESTIMATION </p>
    <p>CIVIL ENGINEERING </p>
    <p>PROJECT MANAGEMENT </p>
    <p>CONSTRUCTION MANAGEMENT </p>
    <p>SUBCONTRACTS MANAGEMENT </p>
   </div>
  </div>
  <div>
   <p>Minimum Qualification</p>
   <div>
    <p> B.TECH/BE</p>
    <p> GRADUATE DIPLOMA</p>
   </div>
  </div>
 </div>
</div> 
<br>
<div>
 <div>
  <div>
   Job Description
  </div>
 </div>
 <div>
  <ul>
   <li>Monthly preparation and Tracking of R.A Bill status.</li>
   <li>Preparation of Project analysis statements (Budgeted VS Achieved) monthly.</li>
   <li>Project monitoring physical and financial progress for all projects daily.</li>
   <li>Cost comparison (Planned VS Actual cost) statements of all projects.</li>
   <li>Preparing Labour Requirement Histogram.</li>
  </ul>
  <div></div>
  <ul>
   <li><br> Rate analysis of major BOQ items.</li>
  </ul>
  <div></div>
  <ul>
   <li><br> Reconciliation statements of all major materials of the projects monthly by using Build Smart .</li>
  </ul>
  <div></div>
  <ul>
   <li><br> Quantity Estimation.</li>
  </ul>
  <div></div>
  <ul>
   <li><br> Sub Contractor Billing &amp; Reconciliation</li>
  </ul>
  <div></div>
  <ul>
   <li><br> Continuous monitoring of Cycle time and preparation of compiled cycle time statements monthly.</li>
   <li>Preparation of Monthly physical and financial statements of all projects.</li>
  </ul>
  <div></div>
  <ul>
   <li><br> Preparation of Project analysis statements (Budgeted VS Achieved) monthly.</li>
  </ul>
  <div></div>
  <ul>
   <li><br> Direct &amp; Indirect cost analysis of major BOQ items (Actual cost VS Selling cost)</li>
  </ul>
 </div>
</div>"
technician,India,1,0,Larsen & Toubro,a211dda75d743016,Technician (Elec.),"<div>
 <div>
  <div>
   Technician (Elec.)
  </div>
  <p>LNT/T/1023565</p>
  <ul>
    Power Transmission &amp; Distribution - IcDelhi Reg Sites
  </ul>
 </div>
 <div>
  <div>
   <div>
    <ul>
     <div>
      <div>
       <div>
         Posted On
       </div>
       <div>
         07 May 2024
       </div>
      </div>
     </div>
     <div>
      <div>
       <div>
         Required Experience
       </div>
       <div>
         1 - 4 Years
       </div>
      </div>
     </div>
    </ul>
   </div>
  </div>
 </div>
</div> 
<br>
<div>
 <div>
  <div>
   Skills
  </div>
 </div>
 <div>
  <div>
   <p> Knowledge &amp; Posting Location</p>
   <div>
    <p> ELECTRICAL </p>
   </div>
  </div>
  <div>
   <p>Minimum Qualification</p>
   <div>
    <p> TRADE CERTIFICATE (ITI)</p>
   </div>
  </div>
 </div>
</div> 
<br>
<div>
 <div>
  <div>
   Job Description
  </div>
 </div>
 <div>
  <p><b> BU </b>: <b>PT&amp;D UPD BU</b></p>
  <p><b> Job Role :</b> Technician</p>
  <p><b> Reports to (Job – Role) </b>: Construction Manager</p>
  <p><b> Reportee (Job – Role) </b>: …</p>
  <p><b> Minimum Qualification </b>: Diploma in Electrical/Civil Engineering</p>
  <p><b> Experience </b>: 2 – 7 years</p>
  <p></p>
  <p><b><br> Objective / Purpose</b></p>
  <p> Managing, executing all day to day execution at the site.</p>
  <p><b> Key Responsibilities</b>:</p>
  <ul>
   <li> Execution of works as per the Design/Drawing.</li>
   <li> Work execution, checking, verification of site works.</li>
   <li> Store management &amp; daily progress activity.</li>
   <li> Interaction with contractors, Project Management Team &amp; Clients.</li>
   <li> Erection and commissioning.</li>
   <li><b> Operating Network</b><p> Internally: To coordinate with site staff, Project Managers etc.</p><p> Externally: To liaise with Clients, Govt. Officials, Local people etc. .........................................</p></li>
  </ul>
  <p> ..</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
  <p> ..</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
  <p> .</p>
 </div>
</div>
<p></p>"
technician,India,1,5,Air Works India (Engineering),a492068f452dcf4c,Jr. Technician/ Technician/ Sr. Technician – Rotary Wing/ Fixed Wing,"<div>
 <h4 class=""jobSectionHeader""><b>Role and Responsibilities</b></h4> 
 <ul>
  <li>Undertake work assigned/ allotted by AMEs, under their supervision.</li> 
  <li>Observe personal, asset, and team safety, while adhering to quality and airworthiness standards at work.</li> 
  <li>Keep toolbox up to date and subject to inspection by AMEs.</li> 
  <li>Maintain order and cleanliness at work.</li> 
  <li>Maintain a safe working environment, timely schedules, and discipline.</li> 
  <li>Discharge any other maintenance job(s) and duties, as assigned from time to time.</li> 
  <li>Carry out all tasks as per procedures and company standards.</li> 
  <li>Ensure that global standards are maintained on all work undertaken and proper recording of manhours is done.</li> 
  <li>Adhere to all operating procedures and maintain high quality in their work including technical documentation.</li> 
  <li>Be conversant with the technical reporting system and follow it meticulously while performing the job.</li> 
  <li>Report un-serviceability of ground equipment/ aircraft/ vehicle should be reported to the foreman on top priority.</li> 
  <li>Endeavor to improve knowledge about aircraft, systems, and equipment. Also be up to date with regulatory requirements.</li> 
  <li>Check to ensure that only calibrated tools, duly tested equipment, and current technical publications are referred prior to start of maintenance.</li> 
 </ul>
 <h4 class=""jobSectionHeader""><b>Qualifications</b></h4> 
 <ul>
  <li>Candidate must have a Diploma/ Graduate degree in Aircraft Maintenance Engineering or Aeronautical engineering.</li> 
  <li>Applicant must possess a minimum of 1-5 years’ experience in a 145 Engineering Department</li> 
  <li>Prior airline and/or MRO-related experience preferred.</li> 
  <li>Able to leverage systems and process to accelerate maintenance and ensure compliance with maintenance procedures and quality systems.</li> 
 </ul>
 <h4 class=""jobSectionHeader""><b>Skills Required</b></h4> 
 <ul>
  <li>Strong technical background and deep understanding of a CAR 145 organization.</li> 
  <li>Team player with great interpersonal and communication skills</li> 
  <li>Committed, result-oriented, with attention to detail.</li> 
  <li>Sufficient knowledge and understanding of Business Aviation (General aviation) maintenance planning, forecasting, and packaging.</li> 
 </ul>
 <h4 class=""jobSectionHeader""><b>Air Works Offers You</b></h4> 
 <ul>
  <li>Opportunity to join India’s biggest Engineering/ Maintenance service and solutions provider to aviation, aerospace, and defense brands.</li> 
  <li>A positive and progressive work culture that rewards meritocracy and hard work.</li> 
  <li>Fast-paced, dynamic growth environment with opportunities to contribute, innovate and upskill.</li> 
  <li>Experienced and cohesive cross-sector teams for exchange of ideas and lifelong relationships.</li>
 </ul>
</div>"
nursing,India,1,10,Basavatarakam Indo American Cancer Hospital & Research Institute,019060a14ec80b28,Nursing Tutor,"<p></p>
<div>
 <div>
  <p>For further details please contact:-</p> 
  <p>hr@induscancer.com / career@induscancer.com</p> 
  <p>Telephone No: 040-2355 1235 Extn: 2266</p>
 </div>
</div> 
<br>
<div>
 <p><b>Position :</b> Nursing Tutor</p> 
 <p><b>Education :</b> M.Sc Nursing / B.Sc Nursing</p> 
 <p><b>Department :</b> Academics</p> 
 <p><b>Walk-in : </b>Between 11:00 am to 04:00 pm</p> 
 <p><b>Location :</b> Road No 10, Banjara Hills, Hyderabad</p>
</div>
<p></p>"
technician,India,1,3,Johnson Matthey,520ea5713cea358a,Junior Technician,"<div>
 Provide general support to the facility and the maintenance teams. Focuses on daily shift activities and involves achievement of individual tasks.
 <ul>
  <li> Day to day troubleshooting &amp; maintenance of Instrumentation &amp; control systems at site.</li>
  <li> Execution of trip tests and proof tests of control systems, BPCS, ESD, SIS &amp; safety systems</li>
  <li> Maintenance of instrumentation peripheral services like EPABX, walkie talkie etc.</li>
  <li> Execution of instrumentation jobs in accordance with work permit system and site safety standards</li>
  <li> Documenting processes, maintaining service reports, maintain PM/CAL/Service records to adhere to compliance and operational standards.</li>
  <li> Calibrating instruments to ensure their accuracy and reliability.</li>
  <li> Diagnosing issues and effectuating immediate repairs to mitigate downtime along with CAPA &amp; RCA.</li>
  <li> Collaborating with team members, including engineers and other technicians, to improve system performance.</li>
  <li> Maintaining, reading, interpreting and updating technical drawings and schematics.</li>
  <li> Installing new instruments and configuring them to the required settings.</li>
  <li> Performing routine checks and inspections.</li>
 </ul>
 <div></div>
 <div>
   How to apply:
  <br> If you have the necessary skills and experience to join our team, please apply online. For any queries or should you require any reasonable adjustments to support your application please let your recruiter know when they contact you.
 </div>
 <div></div>
 <div>
   If you are already a Johnson Matthey Employee, please visit the internal careers site to apply: Find Jobs - Workday (
  <div>
   myworkday.com
  </div>)
 </div>
 <div></div>
 <div>
   All applications are carefully considered and your details will be stored on our secure Application Management System. This is used throughout Johnson Matthey for the selection of suitable candidates for our vacancies as they arise. Johnson Matthey respects your privacy and is committed to protecting your personal information. For more information about how your personal data is used please view our privacy notice: 
  <div>
   Johnson Matthey Privacy Notice
  </div>
 </div>
 <div>
   You will be contacted by the Johnson Matthey Talent Acquisition team once your details have been reviewed. Please allow four weeks from the closing date to allow for screening to take place.
 </div>
 <div></div>
 <div>
   We appreciate the time and effort taken in completing an application.
 </div>
 <div>
   By applying for this role and creating an account you are agreeing to 
  <div>
   Johnson Matthey Privacy Notice
  </div>
 </div>
 <div></div>
 <div>
   Johnson Matthey Plc is an equal opportunities employer and positively encourages applications from suitably qualified and eligible candidates regardless of sex, race, disability, age, sexual orientation, marriage or civil partnership, pregnancy or maternity, religion or belief.
 </div>
</div>"
nursing,India,1,11,SUT Hospital,0344c2ea2da8e83a,Nursing Tutors,"<div>
 <p><b>Required Experience:</b> 2 years teaching experience</p> 
 <p><b>Educational Qualification:</b> Msc/Bsc nursing</p>
</div> 
<br>
<div>
 <h3 class=""jobSectionHeader""><b>Job Features</b></h3> 
 <div>
  <div>
   <div>
    <div>
     Job Category
    </div>
    <div>
      Nursing Jobs
    </div>
   </div>
  </div>
 </div>
</div>"
nursing,India,1,6,Basavatarakam Indo American Cancer Hospital & Research Institute,4bf0f1a1a9976b4e,Staff Nurses,"<p></p>
<div>
 <div>
  <p>For further details please contact:-</p> 
  <p>hr@induscancer.com / career@induscancer.com</p> 
  <p>Telephone No: 040-2355 1235 Extn: 2266</p>
 </div>
</div> 
<br>
<div>
 <div>
  <p><b>Name of the Position</b>: <b>Staff Nurses</b></p> 
  <p><b>Education Qualification:</b> M.Sc – Nursing/ B.Sc-Nursing / GNM</p> 
  <p><b>Experience:</b> 0- 10 yrs</p> 
  <p><b>Preferable:</b> Females, Critical Care Experience &amp; Immediate Joining people</p> 
  <p><b>Shifts:</b> All shifts</p> 
  <p><b>Interviews:</b> Mon-Sat Walk in – 10: am to 4: pm</p>
 </div>
</div>
<p></p>"
nursing,India,1,3,SUT Hospital,34c4c8d3db83ee19,Nursing Tutors,"<div>
 <p><b>Required Experience:</b> Minimum 1 year experiences in teaching field.</p> 
 <p><b>Qualification:</b> Msc/Bsc Nursing</p>
</div> 
<br>
<div>
 <h3 class=""jobSectionHeader""><b>Job Features</b></h3> 
 <div>
  <div>
   <div>
    <div>
     Job Category
    </div>
    <div>
      Nursing Jobs
    </div>
   </div>
  </div>
 </div>
</div>"
nursing,India,1,7,Max Healthcare,b0cf94f38d900393,Fellow,"<div>
 <div>
  <div>
   <div>
    <div>
     <div>
      <div>
       <div>
        <div>
         <div>
          <div>
           <div>
            <p>MHC/16909</p>
            <ul>
              Anaesthesiology
             <li> Saket West-Max Super Speciality Hospital</li>
            </ul>
           </div>
           <div>
            <div>
             <div>
              <ul>
               <div>
                <div>
                 <div>
                   Posted On
                 </div>
                 <div>
                   25 Jun 2024
                 </div>
                </div>
               </div>
               <div>
                <div>
                 <div>
                   Required Experience
                 </div>
                 <div>
                   0 - 2 Years 
                 </div>
                </div>
               </div>
              </ul>
             </div>
            </div>
           </div>
          </div>
         </div>
        </div>
        <p></p>
        <div>
         <div>
          <p> </p>
         </div>
        </div>
       </div>
       <p></p>
       <div>
        <div>
         <div>
          <div>
           Basic Section
          </div>
         </div>
         <div>
          <div>
           <p> No. Of Openings</p>
           <p> 1</p>
          </div>
          <div>
           <p> Designation</p>
           <p> Fellow</p>
          </div>
          <div>
           <p> Employee Category</p>
           <p> Front Office</p>
          </div>
          <div>
           <p> Closing Date</p>
           <p> 09 Jul 2024</p>
          </div>
         </div>
        </div>
        <div>
         <div>
          <div>
            Organisational
          </div>
         </div>
         <div>
          <div>
           <p> Company</p>
           <p> MHC</p>
          </div>
          <div>
           <p> Entity</p>
           <p> MAX HEALTHCARE INSTITUTE LTD</p>
          </div>
          <div>
           <p> Department</p>
           <p> Anaesthesiology</p>
          </div>
          <div>
           <p> Sub Department</p>
           <p> Anaesthesia - CLBS</p>
          </div>
          <div>
           <p> Country</p>
           <p> India</p>
          </div>
          <div>
           <p> State</p>
           <p> DELHI</p>
          </div>
          <div>
           <p> City</p>
           <p> New Delhi</p>
          </div>
          <div>
           <p> Cluster</p>
           <p> Cluster 1</p>
          </div>
          <div>
           <p> Sub Cluster</p>
           <p> Cluster 1</p>
          </div>
          <div>
           <p> Payroll Location</p>
           <p> Saket West</p>
          </div>
          <div>
           <p> MIS Location</p>
           <p> Saket</p>
          </div>
          <div>
           <p> Physical Location</p>
           <p> Saket West-Max Super Speciality Hospital</p>
          </div>
         </div>
        </div>
       </div>
       <p></p>
       <div>
        <div>
         <div>
          <div>
            Skills
          </div>
         </div>
         <div>
          <div>
           <p> Skill</p>
          </div>
         </div>
        </div>
       </div>
       <div>
        <div>
         <div>
          <div>
            Job Description
          </div>
         </div>
         <div>
          <div>
           <div>
            <div>
             <b> JOB DESCRIPTION</b>
            </div>
           </div>
           <div>
            <div>
             <b><br> I. JOB DETAILS</b>
            </div>
           </div>
           <div>
            <div>
             <b><br> Job Title</b>
            </div>
            <div>
             <br> Fellow
            </div>
           </div>
           <div>
            <div>
             <b><br> Reporting to</b>
            </div>
            <div>
             <br> Department Head
            </div>
           </div>
           <div>
            <div>
             <b><br> II. JOB PURPOSE</b>
            </div>
           </div>
           <div>
            <div>
             <br> To provide &amp; ensure direct or indirect accurate medical attention to all cases needing anaesthesia before any surgical procedure. To provide high quality Pre-anaesthesia, anaesthesia and Post-operative anaesthesia care in the hospital
            </div>
           </div>
           <div>
            <div>
             <b><br> III. KEY RESPONSIBILITIES</b>
            </div>
           </div>
          </div>
          <div></div>
          <div>
           <div>
            <div>
             <div>
              <b><br> Responsibilities and key tasks</b>
             </div>
             <ul>
              <li> To Provide Quality clinical Care to surgical Patients</li>
              <li> To ensure timely attention and intervention for any query or requirement from the IP patient.</li>
              <li> To demonstrate pre, INTRA and post operative care of all the cases done in the unit.</li>
              <li> To be available for emergency calls</li>
              <li> To supervise all nursing/para-medical &amp; non medical staff to maintain high</li>
              <li> Standards.</li>
              <li> To actively participate in CME and Journal clubs &amp; conferences.</li>
              <li> To co-ordinate on matters relating to selection of medical consumables and equipment to be procured</li>
              <li> To have complete orientation of IMS system of Hospital.</li>
              <li> Comply with the service quality Process</li>
              <li> Comply with the environmental issues &amp; policies of the OT.</li>
              <li> Comply with the occupational issues &amp; policies in the OT.</li>
              <li> Comply with patient safety policy.</li>
              <li> To have complete Awareness about Disaster Management Programme (DMP) of the hospital People Orientation</li>
              <li> To facilitate academics teaching and training programs of O.T. Nurses, Technicians, I.C.U. Staff.</li>
              <li> To ensure optimum utilization of resources by himself and subordinates</li>
              <li> Discipline</li>
              <li> To be well groomed, punctual &amp; adhere to company policies and practices.</li>
              <li> Duties to be done as per planned monthly roaster.</li>
             </ul>
            </div>
           </div>
           <div>
            <div>
             <br> <b> </b>
             <div>
              <b>IV. KEY PERFORMANCE INDICATORS</b>
             </div>
            </div>
           </div>
           <div></div>
           <div>
            <br> 
            <ul>
             <li> Handling of all Emergencies / patients under the guidance of respective Consultants.</li>
             <li> Ensure updation and maintenance of Medical Record Documents</li>
             <li> Clear communication with patients, consultants and hospital staff</li>
             <li> Patient feedback</li>
             <li> Quality initiatives</li>
             <li> Reporting the Occupational &amp; Environmental Issues to HOD.</li>
            </ul>
           </div>
           <div>
            <div>
             <b><br> V. JOB REQUIREMENTS/ SPECIFICATION</b>
            </div>
           </div>
           <div>
            <div>
             <b><br> Minimum Qualifications</b>
            </div>
            <br> 
            <ul>
             <li> MBBS; MD/ DNB/DA</li>
            </ul>
           </div>
           <div>
            <div>
             <b><br> Experience</b>
            </div>
            <div>
             <br> 0-3 yrs of exp (post MD/ DNB/DA) of relevant experience in a renowned Hospital. Exposure to pain clinic &amp; critical care will be an added advantage.
            </div>
           </div>
           <div>
            <div>
             <b><br> Language Skills</b>
            </div>
            <br> 
            <ul>
             <li> English</li>
             <li> Hindi</li>
            </ul>
           </div>
           <div>
            <div>
             <b><br> Behavioural Skills</b>
            </div>
            <br> 
            <ul>
             <li> Man management skills</li>
             <li> Good Interpersonal skills</li>
            </ul>
           </div>
           <div>
            <div>
             <b><br> VI. KEY INTERACTIONS</b>
            </div>
           </div>
           <div>
            <div>
             <b><br> Key Internal Contacts</b>
            </div>
            <div>
             <b><br> Key External Contacts</b>
            </div>
           </div>
           <div>
            <br> 
            <ul>
             <li> Director – Anesthesia</li>
             <li> MS/DMS/ AMS</li>
             <li> All deptts - Nursing/ Para/ Tech/ FO</li>
             <li> All Clinical HODs</li>
            </ul>
            <div>
             <ul>
              <li> Patients / Attendants</li>
             </ul>
            </div>
           </div>
          </div>
         </div>
        </div>
       </div>
      </div>
     </div>
    </div>
   </div>
  </div>
 </div>
</div>
<p></p>"
