job_url,job_title,location,company,responsibilities,qualifications,about the job
https://www.google.com/about/careers/applications/jobs/results/119382181490369222-silicon-operations-demand-planner-npi?page=1,Silicon Operations Demand Planner NPI,"Taipei, Taiwan",Google,"Develop and maintain accurate demand forecasts for semiconductor products, incorporating market intelligence, sales data, and customer input.
Utilize statistical forecasting models and data analysis tools to identify trends, seasonality, and other factors impacting demand.
Work closely with sales, marketing, and product management teams to gather input, validate forecasts, and ensure alignment with business objectives.
Collaborate with supply chain and production teams to optimize inventory levels based on demand forecasts, minimizing excess inventory and stockouts.
Track forecast accuracy and identify areas for improvement, continuously refining forecasting models and processes.","Bachelor's degree in Electrical, Process, or Manufacturing Engineering, or equivalent practical experience.
5 years of experience in manfuacturing engineering.
5 years of experience in demand planning, with a focus on semiconductor products.
Master's degree in Supply Chain Management, Business Analytics, or related field.
Experience with advanced forecasting tools and techniques, such as machine learning or artificial intelligence.
Familiarity with semiconductor market dynamics, product life cycles, and demand drivers.
Excellent communication and presentation skills to effectively collaborate with cross-functional team.","Our computational challenges are so big, complex and unique we can't just purchase off-the-shelf hardware, we've got to make it ourselves. Your team designs and builds the hardware, software and networking technologies that power all of Google's services. As a Hardware Engineer, you design and build the systems that are the heart of the world's largest and most powerful computing infrastructure. You develop from the lowest levels of circuit design to large system design and see those systems all the way through to high volume manufacturing. Your work has the potential to shape the machinery that goes into our cutting-edge data centers affecting millions of Google users.,Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible."
https://www.google.com/about/careers/applications/jobs/results/140649849283322566-regulatory-and-litigation-counsel-privacy?page=5,"Regulatory and Litigation Counsel, Privacy","Washington D.C., DC, USA",Google,"Lead responses to regulatory inquiries, investigations, litigation, enforcement actions, and overlapping civil matters.
Oversee the collection and production of accurate information in external submissions and disclosures.
Provide legal advice on government and regulatory audits and exams.","JD, LL.B., equivalent degree, or equivalent practical experience.
Admitted to the bar and in good standing or otherwise authorized to practice law (e.g., have registered in-house status) in the state in which the position is located.
7 years of attorney-level experience in government, in-house, or at a law firm.
7 years of experience with legal, regulatory, and litigation matters, including addressing, minimizing, and avoiding regulatory risk.
Experience engaging with regulators, including States AG, FTC, DOJ, and global data protection or consumer protection authorities.
Experience developing, evaluating, and maintaining programs that ensure products comply with laws, regulations, and external commitments.
Experience working with public company boards and their counsel, including special and audit committees.
Experience managing projects, partnering effectively with cross-functional teams, and working with technology companies, with the ability to understand complex technical issues.
Excellent attention to detail, with the ability to be action-oriented and seek to meet the highest standards of integrity.
Excellent written and verbal communication, time management, problem-solving, and investigative skills.","As a Regulatory and Litigation Counsel, you will join an America-based team that leads the strategy for defending the company in responses to governments and regulators. You will be involved in defining a defense strategy, conducting investigations, collection and review of information, and representing the company in engagements."
https://www.google.com/about/careers/applications/jobs/results/132800609181934278-customer-engineer-ai-google-cloud?page=5,"Customer Engineer, AI, Google Cloud","Taipei, Taiwan",Google,"Build partner specific, go-to-market solutions to reduce business cycles and drive partner business as measured through pipeline and business growth.
Own the technical relationship with partners, empowering them to drive a successful pilot or proof of concept, support partners drive toward customer acceptance of the technical proposal, leading to an agreement, and work with partners during the migration phase to assure they have all the tools necessary to deliver a successful deployment.
Build trusted advisory relationships and make recommendations on integration strategies, enterprise architectures, platforms, and application infrastructure required to successfully implement a complete solution providing best practice advice to customers to optimize Google Cloud effectiveness.
Identify customer priorities, technical objections, and design strategies encompassing the entire Google ecosystem to deliver business value and resolve blockers.","Bachelor's degree or equivalent practical experience.
4 years of experience with big data and machine learning frameworks such as TensorFlow, JAX, PyTorch, or scikit-learn.
Experience with building machine learning solutions, machine learning operation frameworks like Kubeflow, and leveraging specific machine learning architectures (e.g., deep learning, LSTM, convolutional networks, etc.).
Experience delivering technical presentations.
Master's degree in Computer Science, or a related technical field.
Experience designing infrastructure for specialist AI use cases and full-stack development using a front-end language (e.g., JavaScript, React, Angular) and Python development.
Experience training and fine tuning large models (i.e., image, language, segmentation, recommendation, genomics) with accelerators.
Experience designing/architecting infrastructure farms for specialist AI use cases and running MLPerf benchmarks.
Experience with distributed training and optimizing performance versus costs.
Ability to communicate English and Mandarin Chinese fluently to engage with Chinese speaking or English speaking customers.","When leading companies choose Google Cloud, it's a huge win for spreading the power of cloud computing globally. Once educational institutions, government agencies, and other businesses sign on to use Google Cloud products, you come in to facilitate making their work more productive, mobile, and collaborative. You listen and deliver what is most helpful for the customer. You assist fellow sales Googlers by problem-solving key technical issues for our customers. You liaise with the product marketing management and engineering teams to stay on top of industry trends and devise enhancements to Google Cloud products.,As a Customer Engineer, you will be a part of the customer developing organization for Google Cloud. You will lead cross-functional teams to help customers design, plan, implement, and govern enterprise cloud strategies.,In this role, you will be a hybrid technical and business advisor. You will direct the conversation and guide the execution of the Business team by combining both technical strategy and business insight. You will closely partner with Value Engineering in order to articulate the total value of each technical solution and the overall business partnership with Google Cloud. You will travel to customer sites, conferences, and other related events as needed.,Google Cloud accelerates every organization’s ability to digitally transform its business and industry. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology, and tools that help developers build more sustainably. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems."
https://www.google.com/about/careers/applications/jobs/results/100469413261517510-product-manager-ii-google-compute-engine-google-cloud?page=5,"Product Manager II, Google Compute Engine, Google Cloud","Seattle, WA, USA",Google,"Lead the pricing of VM instances in cloud based on an understanding of the new technologies, roadmap planning, business forecasting, ecosystem, and customer adoption.
Manage the portfolio pricing strategy for the VM Instances and associated business outcomes, and present to key leadership inside GCP.
Work across hardware, software, research and product teams towards product goals, and understand the dynamics and pricing industry trends on where the innovation is happening for both workloads and hardware.
Balance product positioning and value for customers and GCP business.
Provide data-driven insights to prioritize product initiatives and roadmap.","Bachelor's degree or equivalent practical experience.
4 years of experience in product management, consulting, co-founder or related technical role.
2 years of experience building and shipping technical products.
Experience developing or launching infrastructure products or technologies within networking, storage, compute hardware, databases, file systems, data analytics, cluster management, and other software infrastructure areas.
Experience in compute architecture, data center infrastructure, CPU and I/O technologies, Cloud Infrastructure, or Storage.
Experience bringing innovative tech products to market.
Knowledge of different workload requirements and their demands on the underlying infrastructure.","At Google, we put our users first. The world is always changing, so we need Product Managers who are continuously adapting and excited to work on products that affect millions of people every day. ,In this role, you will work cross-functionally to guide products from conception to launch by connecting the technical and business worlds. You can break down complex problems into steps that drive product development.,One of the many reasons Google consistently brings innovative, world-changing products to market is because of the collaborative work we do in Product Management. Our team works closely with creative engineers, designers, marketers, etc. to help design and develop technologies that improve access to the world's information.  We're responsible for guiding products throughout the execution cycle, focusing specifically on analyzing, positioning, packaging, promoting, and tailoring our solutions to our users.,Google Compute Engine (GCE), builds enterprise ready cloud platforms that companies depend on every day to run their businesses. The products the team builds form the foundation of all the cloud services that Google Cloud offers. ,Google Cloud accelerates every organization’s ability to digitally transform its business and industry. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology, and tools that help developers build more sustainably. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.,The US base salary range for this full-time position is $142,000-$211,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.,Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about ,."
https://www.google.com/about/careers/applications/jobs/results/72482757820719814-ux-design-manager-google-ads?page=6,"UX Design Manager, Google Ads","New York, NY, USA",Google,"Influence stakeholders across functions to gain support for design strategies.  
Drive the development of innovative design solutions to user, product, and business problems. 
Drive a holistic design process, design system, or design language across teams or products. 
Deliver improvements in design based on UX testing and stakeholder input and provide guidance and expertise to effectively engage stakeholders on product design to achieve product goals. 
Drive project priorities in alignment with larger project goals, and coordinate allocation of resources within the design project and guide team members to develop individual OKRs. ","Bachelor's degree in Design, Human-Computer Interaction, Computer Science, a related field, or equivalent practical experience. 
8 years of experience in product design or UX. 
3 years of experience leading design projects and managing people or teams.
Include a 
, website, or any other relevant link to your work in your resume (providing a viewable link and/or access instructions). 
Master's degree in Design, Human-Computer Interaction, Computer Science, a related field, or equivalent practical experience. 
5 years of experience working in a complex, cross-functional organization. 
3 years of work experience working with executive leaders.","At Google, we follow a simple but vital premise: ""Focus on the user and all else will follow."" Google’s UX leaders help define and drive the future of Google design. They create and clarify product strategy, conceptualize UX ecosystems in ways that mitigate complexity, and inspire teams to push the boundaries of what’s possible. They possess a clear vision of the future of user experience and have the courage to pursue forward-thinking design.,Google User Experience (UX) is made up of multi-disciplinary teams of UX Designers, Researchers, Writers, Content Strategists, Program Managers, and Engineers: we care deeply about the people who use our products. You are a thoughtful team leader, manager, systems-level design thinker, and visionary - with strong instincts and outstanding intuition informed by user needs and insights. You'll be responsible for guiding the careers of your team members, working closely with each of them to help them realize their full potential.,UX Design Managers are fierce advocates for the people who use our products as well as the members of their teams. They have a practiced eye for effective design, and are committed to creating elegantly simple user experiences from otherwise complex workflows. ,In this role, you’ll take the time to understand not just the execution side of UX, but also the business aspects of the products we build. You’ll collaborate with leaders of other UX, Engineering, and Product Management teams to create innovative experiences across all of Google’s products, leveraging your passion for brand, craft, and design quality.,  ,Google Ads is helping power the open internet with the best technology that connects and creates value for people, publishers, advertisers, and Google. We’re made up of multiple teams, building Google’s Advertising products including search, display, shopping, travel and video advertising, as well as analytics. Our teams create trusted experiences between people and businesses with useful ads. We help grow businesses of all sizes from small businesses, to large brands, to YouTube creators, with effective advertiser tools that deliver measurable results. We also enable Google to engage with customers at scale. ,The US base salary range for this full-time position is $168,000-$252,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. ,Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about ,."
https://www.google.com/about/careers/applications/jobs/results/122737015878755014-lead-cpu-rtl-design-engineer-silicon?page=5,"Lead CPU RTL Design Engineer, Silicon","New Taipei, Banqiao District, New Taipei City, Taiwan",Google,"Participate in developing CPU subsystem.
Develop CPU subsystem front-end designs, emphasizing on microarchitecture and RTL design for the next generation CPU.
Propose performance enhancing microarchitecture features, and work with Software, Architect and Performance teams for trade-off studies. Communicate the pros and cons of microarchitecture enhancements.
Deliver designs meeting Power, Performance and Area (PPA) goals with production quality. Be familiar with modern techniques, interpret the techniques into design constructs, and languages in order to provide guidance to and participate in the performance evaluation effort.
Work with the Verification team to ensure production of quality designs, and the physical design and power teams to meet frequency, power, and area goals.","Bachelor's degree in Electrical Engineering, Computer Engineering, Computer Science, or a related field, or equivalent practical experience.
8 years of experience with digital logic design principles, RTL design concepts, and languages such as Verilog or SystemVerilog.
Experience with logic synthesis techniques to optimize RTL code, performance and power as well as low-power design techniques.
Experience with CPU or AI accelerator integration with SoC.
PhD in Electrical Engineering or Computer Science, or a related field.
Experience leading front-end design for modern processor components or AI accelerator. 
Experience with ARM Instruction Set Architecture. 
Experience with SoC design, architect and integration.",
https://www.google.com/about/careers/applications/jobs/results/125813937294713542-cad-methodology-engineer-frontend?page=5,"CAD Methodology Engineer, Front-End","Bangalore, Karnataka, India",Google,"Design new RTL and/or design verification methodologies and flows for high performance IPs.
Identify inefficiencies and improvement opportunities in the front-end chip implementation process and propose ideas to address them.
Be responsible to design our custom RTL and/or infrastructure solutions for IPs and hierarchical designs, and make it a delightful experience for our customers.
Work with cross-functional teams and chip leads globally to drive changes.","Bachelor’s degree in Electrical Engineering, Computer Engineering, Computer science, or equivalent practical experience
3 years of experience with development projects in VLSI
Master’s degree in Computer or Electrical Engineering
Experience in designing or verifying digital logic using SystemVerilog for FPGAs, ASICs, and/or SoCs
Experience in design verification technologies like UVM, simulation, coverage collection, test planning, debug, integration flows, build/release flows
Experience in programming languages such as C++ and scripting languages such as Python/Perl/TCL
Experience in interacting with Electronic Design Automation (EDA) vendors and understanding of some of the EDA design tools like VCS, Xcelium, Verdi, Spyglass, Coretools, Defacto/Magillem
Excellent scripting skills in Python, Perl, and TCL","Our computational challenges are so big, complex and unique we can't just purchase off-the-shelf hardware, we've got to make it ourselves. Your team designs and builds the hardware, software and networking technologies that power all of Google's services. As a Hardware Engineer, you design and build the systems that are the heart of the world's largest and most powerful computing infrastructure. You develop from the lowest levels of circuit design to large system design and see those systems all the way through to high volume manufacturing. Your work has the potential to shape the machinery that goes into our cutting-edge data centers affecting millions of Google users.,As a CAD Methodology Engineer, you will plan and execute work in an innovative and fast-paced environment, with a focus on providing cutting edge flow and methodology solutions for high performance IP development. You will work with architects, logic designers, and verification engineers to develop flows to build and verify complex IPs and subsystems.,Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible."
https://www.google.com/about/careers/applications/jobs/results/133464062846476998-program-manager-iii-supply-chain-devices-and-services?page=3,"Program Manager III, Supply Chain, Devices and Services","Mountain View, CA, USA",Google,"Determine phasing and metrics associated with program lifecycle that address continuous improvement including Resource Stewardship (i.e., deployment of machine and people resources), including near- and long-term objectives.
Determine and collect data required to govern programs and drive stakeholder decision-making.
Work with IT and central systems development team to enable integration of tools from development engineering, procurement and fulfillment, capacity planning, silicon planning, test, and manufacturing operations from ramp to sustaining to end of life, and inventory and scrap reconciliation and disposition.
Develop capacity planning models for Fab, Assembly, and Test, and support custom silicon programs’ requirements and new products (NPI) through High-Volume Manufacturing (HVM).
Collaborate with Silicon Planning team to execute the production control functions of dispatching, expediting, and tracking. Keep partners in alignment on status and deliverables and proactively diverting escalation to minimize disruptions.","Bachelor's degree or equivalent practical experience.
5 years of experience in program or project management.
Capacity planning experience.
Supply chain management experience.
5 years of experience managing cross-functional or cross-team projects.
Experience working in high-volume manufacturing.
Experience in working closely with a foundry partner.
Knowledge of foundry and OSAT suppliers and ecosystem.","A problem isn’t truly solved until it’s solved for all. That’s why Googlers build products that help create opportunities for everyone, whether down the street or across the globe. As a Program Manager at Google, you’ll lead complex, multi-disciplinary projects from start to finish — working with stakeholders to plan requirements, manage project schedules, identify risks, and communicate clearly with cross-functional partners across the company. Your projects will often span offices, time zones, and hemispheres. It's your job to coordinate the players and keep them up to date on progress and deadlines.,Our goal is to build a Google that looks like the world around us — and we want Googlers to stay and grow when they join us. As part of our efforts to build a Google for everyone, we build diversity, equity, and inclusion into our work and we aim to cultivate a sense of belonging throughout the company.,Google’s Custom Silicon Operations team is responsible for all foundry, OSAT planning and supplier management for Google’s consumer hardware products. The team is responsible for planning, fulfilling, and delivering innovative custom silicon products on schedule, exceeding quality standards, and optimizing cost goals. We drive strategic supply ecosystem initiatives to ensure capacity flexibility, business continuity, and continuous cost improvement.,Google's mission is to organize the world's information and make it universally accessible and useful. Our team combines the best of Google AI, Software, and Hardware to create radically helpful experiences. We research, design, and develop new technologies and hardware to make computing faster, seamless, and more powerful. We aim to make people's lives better through technology.,The US base salary range for this full-time position is $139,000-$207,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.,Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google."
https://www.google.com/about/careers/applications/jobs/results/142343026188919494-senior-research-scientist-google-research?page=6,"Senior Research Scientist, Google Research","Mountain View, CA, USA",Google,"Author research papers to share and generate impact of research results across function and in the research community. 
Help in growing research business by sharing research trends and best practices within the community. 
Drive project work by defining the data structure, framework, design, and evaluation metrics for research solution development and implementation. Identify timelines and obtain resources needed. 
Identify new and upcoming research areas by interacting with potential external and internal collaborators. Help in developing long-term research strategy and plans to expand the impact of Google research. 
Identify defined problems/gaps in existing technology and engage stakeholders and leaders to address them.","PhD degree in Computer Science, a related field, or equivalent practical experience. 
2 years of experience leading a research agenda. 
One or more scientific publication submission(s) for conferences, journals, or public repositories.
2 years of coding experience. 
1 year of experience leading research efforts and influencing other researchers.","As an organization, Google maintains a portfolio of research projects driven by fundamental research, new product innovation, product contribution and infrastructure goals, while providing individuals and teams the freedom to emphasize specific types of work. As a Research Scientist, you'll setup large-scale tests and deploy promising ideas quickly and broadly, managing deadlines and deliverables while applying the latest theories to develop new and improved products, processes, or technologies. From creating experiments and prototyping implementations to designing new architectures, our research scientists work on real-world problems that span the breadth of computer science, such as machine (and deep) learning, data mining, natural language processing, hardware and software performance analysis, improving compilers for mobile platforms, as well as core search and much more.,As a Research Scientist, you'll also actively contribute to the wider research community by sharing and publishing your findings, with ideas inspired by internal projects as well as from collaborations with research programs at partner universities and technical institutes all over the world.,Google Research is building the next generation of intelligent systems for all Google products. To achieve this, we’re working on projects that utilize the latest computer science techniques developed by skilled software developers and research scientists. Google Research teams collaborate closely with other teams across Google, maintaining the flexibility and versatility required to adapt new projects and foci that meet the demands of the world's fast-paced business needs.,The US base salary range for this full-time position is $161,000-$239,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. ,Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about ,."
https://www.google.com/about/careers/applications/jobs/results/138359085928981190-network-implementation-engineer-core-design?page=4,"Network Implementation Engineer, Core Design","Sydney NSW, Australia",Google,"Create high-level project plans that identify resource needs and critical path. Review and thoroughly understand Google's Network Architecture Standards.
Establish and ensure a proper blend of CapEx and OpEx.","Bachelor's degree in Computer Science, Information Technology, Engineering, a related field, or equivalent practical experience.
4 years of experience in Network System Design, Design Tools, Network Architecture, and Networks.
3 years of experience managing scaled projects in a computer networking environment.
Experience in Network Architecture and Cost Benefit Analysis.
Experience with workflow automation and improvement.","Google is proud to boast a network that provides service to millions of Internet users around the world. The Network Engineering team is responsible for operating that network reliably and at scale. As a member of the team, you have a direct impact on design and feature enhancements to keep our systems running smoothly. You also ensure that network operations are safe and efficient by monitoring network performance, coordinating planned maintenance, adjusting hardware components and responding to network connectivity issues. Google's complex network generates a constant stream of challenges which require you to continually be innovative with an evolving set of technologies. Keeping the network reliable ensures that our users stay connected with our suite of applications, products and services.,Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible."
https://www.google.com/about/careers/applications/jobs/results/136449007806227142-market-responsibility-specialist-trust-and-safety-youtube?page=5,"Market Responsibility Specialist, Trust and Safety, YouTube","Hyderabad, Telangana, India",Google,"Monitor intel sources, work with cross-functional teams, and leverage deep native market expertise to identify key abuse trends in the India market, monitor emerging sensitive events, and highlight risks to the YouTube ecosystem and Trust and Safety.
Identify and propose policy improvements based on market nuances, and support language detection, automation, language quality improvements, and local product launches. 
Support identification and vetting of external partners.
Drive and support the launch of news related product features in the region.","Bachelor's degree or equivalent practical experience. 
2 years of experience in data analytics, Trust & Safety, policy, cyber security, or related fields.
Experience working with Product Management and Engineers to drive progress on key programs.
Experience with SQL and spreadsheet software.
Excellent organizational, people management, and project management skills with excellent attention to detail.
Effective problem-solving skills and the ability to use data to drive strategy and business action.
Ability to build effective relationships with cross-functional partners across geographies.
Ability to communicate in one or more additional local languages spoken in India to be able to identify abuse trends.","Fast-paced, dynamic, and proactive, YouTube’s Trust & Safety team is dedicated to making YouTube a safe place for users, viewers, and content creators around the world to belong, create, and express themselves. Whether understanding and solving their online content concerns, navigating within global legal frameworks, or writing and enforcing worldwide policy, the Trust & Safety team is on the frontlines of enhancing the YouTube experience, building internet safety, and protecting free speech in our ever-evolving digital world.,At YouTube, we believe that everyone deserves to have a voice, and that the world is a better place when we listen, share, and build community through our stories. We work together to give everyone the power to share their story, explore what they love, and connect with one another in the process. Working at the intersection of cutting-edge technology and boundless creativity, we move at the speed of culture with a shared goal to show people the world. We explore new ideas, solve real problems, and have fun — and we do it all together."
https://www.google.com/about/careers/applications/jobs/results/117797477607711430-manager-youtube-creator-success-operations-english-portuguese?page=4,"Manager, YouTube Creator Success Operations (English, Portuguese)","São Paulo, State of São Paulo, Brazil",Google,"Lead, coach, and manage a team driving partner satisfaction and engagement through best practices and key metrics across account management, new partner development, and key strategic projects.
Maintain and enhance team structure that aligns with business needs and supports the achievement of key organizational and operational metrics.
Ensure team members acquire, maintain, and develop.
Assess individual team members, provide coaching, deliver performance evaluations, and enable personal and professional development for each team member.
Build relationships with cross-functional teams in Partnerships, Creator Support, Sales, Product Solutions, Marketing, Product, and more.","Bachelor’s degree or equivalent practical experience.
8 years of experience in a project management or a customer-facing role.
Experience in people management. 
Ability to speak and write in English and Portuguese fluently to engage with local stakeholders.
Ability to communicate in English and Portuguese fluently to engage with local stakeholders.
Experience leading projects and supporting customers/partners.
Experience with service/partner operations, project management, change management, or leadership.
Experience with analytics, basic modeling, and formal corporate presentation building.
Ability to develop an idea and influence stakeholders.","The Creator Success Operations (CSO) team embodies a partner-first mindset, whether it’s building custom tools, providing education to get the most from the platform, or helping creators to grow their channel to the next level. YouTube's user base is growing and changing, which presents opportunities and challenges to support users globally. FThe team's goal is to ensure partners have easy access to comprehensive support when and where they need it and to allow partners’ to help build the platform.,As a Manager of the CSO team, you will lead and oversee operations helping to create and maintain a positive team culture. The team will be responsible for providing product and operational support to YouTube’s Media partners, Music Labels, and Creators. You will work with cross-functional teams to align on goals and challenges.,At YouTube, we believe that everyone deserves to have a voice, and that the world is a better place when we listen, share, and build community through our stories. We work together to give everyone the power to share their story, explore what they love, and connect with one another in the process. Working at the intersection of cutting-edge technology and boundless creativity, we move at the speed of culture with a shared goal to show people the world. We explore new ideas, solve real problems, and have fun — and we do it all together."
https://www.google.com/about/careers/applications/jobs/results/133464062846476998-program-manager-iii-supply-chain-devices-and-services?page=1,"Program Manager III, Supply Chain, Devices and Services","Mountain View, CA, USA",Google,"Determine phasing and metrics associated with program lifecycle that address continuous improvement including Resource Stewardship (i.e., deployment of machine and people resources), including near- and long-term objectives.
Determine and collect data required to govern programs and drive stakeholder decision-making.
Work with IT and central systems development team to enable integration of tools from development engineering, procurement and fulfillment, capacity planning, silicon planning, test, and manufacturing operations from ramp to sustaining to end of life, and inventory and scrap reconciliation and disposition.
Develop capacity planning models for Fab, Assembly, and Test, and support custom silicon programs’ requirements and new products (NPI) through High-Volume Manufacturing (HVM).
Collaborate with Silicon Planning team to execute the production control functions of dispatching, expediting, and tracking. Keep partners in alignment on status and deliverables and proactively diverting escalation to minimize disruptions.","Bachelor's degree or equivalent practical experience.
5 years of experience in program or project management.
Capacity planning experience.
Supply chain management experience.
5 years of experience managing cross-functional or cross-team projects.
Experience working in high-volume manufacturing.
Experience in working closely with a foundry partner.
Knowledge of foundry and OSAT suppliers and ecosystem.","A problem isn’t truly solved until it’s solved for all. That’s why Googlers build products that help create opportunities for everyone, whether down the street or across the globe. As a Program Manager at Google, you’ll lead complex, multi-disciplinary projects from start to finish — working with stakeholders to plan requirements, manage project schedules, identify risks, and communicate clearly with cross-functional partners across the company. Your projects will often span offices, time zones, and hemispheres. It's your job to coordinate the players and keep them up to date on progress and deadlines.,Our goal is to build a Google that looks like the world around us — and we want Googlers to stay and grow when they join us. As part of our efforts to build a Google for everyone, we build diversity, equity, and inclusion into our work and we aim to cultivate a sense of belonging throughout the company.,Google’s Custom Silicon Operations team is responsible for all foundry, OSAT planning and supplier management for Google’s consumer hardware products. The team is responsible for planning, fulfilling, and delivering innovative custom silicon products on schedule, exceeding quality standards, and optimizing cost goals. We drive strategic supply ecosystem initiatives to ensure capacity flexibility, business continuity, and continuous cost improvement.,Google's mission is to organize the world's information and make it universally accessible and useful. Our team combines the best of Google AI, Software, and Hardware to create radically helpful experiences. We research, design, and develop new technologies and hardware to make computing faster, seamless, and more powerful. We aim to make people's lives better through technology.,The US base salary range for this full-time position is $139,000-$207,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.,Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google."
https://www.google.com/about/careers/applications/jobs/results/142743996819481286-broadcast-specialist-network-operations-center-youtube-ott?page=6,"Broadcast Specialist, Network Operations Center, YouTube OTT","Los Angeles, CA, USA",Google,"Manage the Network Operations Center (NOC) Operations for acquiring live and linear TV signals for YouTube's products like YouTube TV, Sports, and A La Carte.
Work in close partnership with the NOC Lead to run, improve, and innovate the NOC Operations. 
Manage a vendor engagement in which the vendor employs a team of >50.","Experience running a broadcast operation 24/7 and 365.
Experience reporting metrics and performance to identify areas of opportunity.
Experience coordinating vendors, test and commissioning of systems, and launching new signal chains.
Experience working in a matrixed environment, influencing cross-functional and technical teams, and communicating technical concepts to business stakeholders.
Ability to manage several deadlines and deliver under time constraints.",
https://www.google.com/about/careers/applications/jobs/results/137278263314522822-research-engineer-3d-reconstruction-and-scene-understanding?page=5,"Research Engineer, 3D Reconstruction and Scene Understanding","Munich, Germany",Google,"Develop innovative computer vision and machine learning technology for applications in the field of augmented reality and beyond.
Productionalize innovative computer vision and machine learning technology in the area of 3D reconstruction and scene understanding, including the design and implementation of such algorithms at mobile devices.
Establish and maintain relationships with key stakeholders and provide updates on the advancements of the project, ensuring alignment between research, engineering, and product. ","Bachelor’s degree or equivalent practical experience.
2 years of experience with software development in C++ or Python, or 1 year of experience with an advanced degree.
2 years of experience with data structures or algorithms.
2 years of experience in computer vision and deep learning, particularly in 3D reconstruction and 3D scene understanding (e.g., Gaussian Splatting, Neural Radiance fields), or a related field.
Experience contributing to research communities including publishing at conferences (e.g., CVPR, NeurIPS, ICCV/ECCV, BMVC).
PhD in Computer Science with an emphasis on Machine Learning, or a related technical field.
Experience working in an industry or academic research lab, focusing on multiple aspects of the research to product pipeline.
Experience contributing to research in the field of 3D surface reconstruction and semantic scene understanding.
Ability to work separately and as part of a team.
Excellent communication and presentation skills.","Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.,Google Research is building the next generation of intelligent systems for all Google products. To achieve this, we’re working on projects that utilize the latest computer science techniques developed by skilled software developers and research scientists. Google Research teams collaborate closely with other teams across Google, maintaining the flexibility and versatility required to adapt new projects and foci that meet the demands of the world's fast-paced business needs."
